chr	pos.cM	loci	Xchr	pos.bp	pos.Kb		
6	181.9454906	X6_1543220	X6	1543220	1543.22		
6	181.9454907	X6_1543232	X6	1543232	1543.232		
6	181.9454908	X6_1543389	X6	1543389	1543.389		
6	181.9454909	X6_1543397	X6	1543397	1543.397		
6	181.945491	X6_1543419	X6	1543419	1543.419		
6	181.9454911	X6_1543452	X6	1543452	1543.452		
6	181.9454912	X6_1543456	X6	1543456	1543.456		
6	181.9454913	X6_1546014	X6	1546014	1546.014		
6	181.9454914	X6_1546067	X6	1546067	1546.067		
6	181.9454915	X6_1546598	X6	1546598	1546.598		
6	181.9454916	X6_1546705	X6	1546705	1546.705		
6	181.9454917	X6_1547088	X6	1547088	1547.088		
6	181.9454918	X6_1547161	X6	1547161	1547.161		
6	181.9454919	X6_1547263	X6	1547263	1547.263		
6	181.945492	X6_1547289	X6	1547289	1547.289		
6	181.9454921	X6_1547771	X6	1547771	1547.771		
6	181.9454922	X6_1547909	X6	1547909	1547.909		
6	181.9454923	X6_1547927	X6	1547927	1547.927		
6	181.9454924	X6_1547996	X6	1547996	1547.996		
6	181.9454925	X6_1550986	X6	1550986	1550.986		
6	182.3186286	X6_1551271	X6	1551271	1551.271		
6	182.3186287	X6_1551503	X6	1551503	1551.503		
6	182.3186288	X6_1553431	X6	1553431	1553.431		
6	182.3186289	X6_1553552	X6	1553552	1553.552		
6	182.318629	X6_1553633	X6	1553633	1553.633		
6	182.3186291	X6_1553716	X6	1553716	1553.716		
6	182.3186292	X6_1553749	X6	1553749	1553.749		
6	182.3186293	X6_1553750	X6	1553750	1553.75		
6	182.3186294	X6_1553752	X6	1553752	1553.752		
6	182.3186295	X6_1553767	X6	1553767	1553.767		
6	182.3186296	X6_1553788	X6	1553788	1553.788		
6	182.3186297	X6_1553794	X6	1553794	1553.794		
6	182.3186298	X6_1553803	X6	1553803	1553.803		
6	182.3186299	X6_1553805	X6	1553805	1553.805		
6	182.31863	X6_1553851	X6	1553851	1553.851		
6	182.3186301	X6_1553893	X6	1553893	1553.893		
6	182.3186302	X6_1553904	X6	1553904	1553.904		
6	182.3186303	X6_1553939	X6	1553939	1553.939		
6	182.3186304	X6_1553969	X6	1553969	1553.969		
6	182.3186305	X6_1554702	X6	1554702	1554.702		
6	182.3186306	X6_1554752	X6	1554752	1554.752		
6	185.7045572	X6_1568085	X6	1568085	1568.085		
6	186.1592998	X6_1568163	X6	1568163	1568.163		
6	186.1592999	X6_1568257	X6	1568257	1568.257		
6	186.1593	X6_1568322	X6	1568322	1568.322		
6	186.1593001	X6_1568384	X6	1568384	1568.384		
6	186.1593002	X6_1568882	X6	1568882	1568.882		
6	186.1593003	X6_1568883	X6	1568883	1568.883		
6	186.5324429	X6_1570568	X6	1570568	1570.568		
6	186.532443	X6_1570575	X6	1570575	1570.575		
6	186.5324431	X6_1570583	X6	1570583	1570.583		
6	186.5324432	X6_1570585	X6	1570585	1570.585		
6	186.5324433	X6_1570636	X6	1570636	1570.636		
6	186.5324434	X6_1570671	X6	1570671	1570.671		
6	186.5324435	X6_1570826	X6	1570826	1570.826		
6	186.5324436	X6_1570837	X6	1570837	1570.837		
6	186.5324437	X6_1570863	X6	1570863	1570.863		
6	186.5324438	X6_1570893	X6	1570893	1570.893		
6	186.5324439	X6_1570899	X6	1570899	1570.899		
6	186.532444	X6_1570901	X6	1570901	1570.901		
6	186.5324441	X6_1570902	X6	1570902	1570.902		
6	186.5324442	X6_1571005	X6	1571005	1571.005		
6	188.0420144	X6_1574382	X6	1574382	1574.382		
6	188.0420145	X6_1574412	X6	1574412	1574.412		
6	188.0420146	X6_1574422	X6	1574422	1574.422		
6	188.0420147	X6_1574423	X6	1574423	1574.423		
6	188.0420148	X6_1574462	X6	1574462	1574.462		
6	188.0420149	X6_1574481	X6	1574481	1574.481		
6	188.042015	X6_1574482	X6	1574482	1574.482		
6	188.0420151	X6_1574535	X6	1574535	1574.535		
6	188.0420152	X6_1574536	X6	1574536	1574.536		
6	188.0420153	X6_1574553	X6	1574553	1574.553		
6	188.0420154	X6_1574986	X6	1574986	1574.986		
6	188.4151726	X6_1579436	X6	1579436	1579.436		
6	188.4151727	X6_1579448	X6	1579448	1579.448		
6	188.4151728	X6_1579505	X6	1579505	1579.505		
6	188.4151729	X6_1579765	X6	1579765	1579.765		
6	188.415173	X6_1579816	X6	1579816	1579.816		
6	188.4151731	X6_1579824	X6	1579824	1579.824		
6	188.4151732	X6_1579948	X6	1579948	1579.948		
6	188.4151733	X6_1579954	X6	1579954	1579.954		
6	188.4151734	X6_1579978	X6	1579978	1579.978		
6	188.4151735	X6_1579984	X6	1579984	1579.984		
6	188.4151736	X6_1584991	X6	1584991	1584.991		
6	188.4151737	X6_1589955	X6	1589955	1589.955		
6	188.4151738	X6_1590126	X6	1590126	1590.126		
6	188.4151739	X6_1591680	X6	1591680	1591.68		
6	188.415174	X6_1591849	X6	1591849	1591.849		
6	188.4151741	X6_1591911	X6	1591911	1591.911		
6	188.4151742	X6_1592558	X6	1592558	1592.558		
6	188.4151743	X6_1592675	X6	1592675	1592.675		
6	188.4151744	X6_1595664	X6	1595664	1595.664		
6	188.4151745	X6_1600331	X6	1600331	1600.331		
6	188.4151746	X6_1604028	X6	1604028	1604.028		
6	188.7883108	X6_1604370	X6	1604370	1604.37		
6	188.7883109	X6_1604410	X6	1604410	1604.41		
6	188.788311	X6_1604551	X6	1604551	1604.551		
6	188.7883111	X6_1604553	X6	1604553	1604.553		
6	188.7883112	X6_1604556	X6	1604556	1604.556		
6	189.537389	X6_1608626	X6	1608626	1608.626		
6	189.5373891	X6_1609707	X6	1609707	1609.707		
6	189.5373892	X6_1609733	X6	1609733	1609.733		
6	189.5373893	X6_1609823	X6	1609823	1609.823		
6	189.5373894	X6_1609835	X6	1609835	1609.835		
6	189.5373895	X6_1609910	X6	1609910	1609.91		
6	189.5373896	X6_1610099	X6	1610099	1610.099		
6	189.5373897	X6_1610270	X6	1610270	1610.27		
6	189.5373898	X6_1610368	X6	1610368	1610.368		
6	189.5373899	X6_1610393	X6	1610393	1610.393		
6	189.53739	X6_1610432	X6	1610432	1610.432		
6	189.5373901	X6_1610503	X6	1610503	1610.503		
6	189.5373902	X6_1610676	X6	1610676	1610.676		
6	189.5373903	X6_1610708	X6	1610708	1610.708		
6	189.5373904	X6_1610976	X6	1610976	1610.976		
6	189.5373905	X6_1611117	X6	1611117	1611.117		
6	189.5373906	X6_1611119	X6	1611119	1611.119		
6	189.5373907	X6_1611186	X6	1611186	1611.186		
6	189.5373908	X6_1618265	X6	1618265	1618.265		
6	189.5373909	X6_1618539	X6	1618539	1618.539		
6	189.537391	X6_1621338	X6	1621338	1621.338		
6	189.5373911	X6_1624588	X6	1624588	1624.588		
6	189.5373912	X6_1625956	X6	1625956	1625.956		
6	189.5373913	X6_1627801	X6	1627801	1627.801		
6	189.5373914	X6_1628326	X6	1628326	1628.326		
6	189.5373915	X6_1628607	X6	1628607	1628.607		
6	189.5373916	X6_1628675	X6	1628675	1628.675		
6	189.5373917	X6_1628692	X6	1628692	1628.692		
6	189.5373918	X6_1628695	X6	1628695	1628.695		
6	189.5373919	X6_1628784	X6	1628784	1628.784		
6	189.537392	X6_1632260	X6	1632260	1632.26		
6	189.5373921	X6_1632513	X6	1632513	1632.513		
6	189.5373922	X6_1632594	X6	1632594	1632.594		
6	189.5373923	X6_1632595	X6	1632595	1632.595		
6	189.5373924	X6_1632732	X6	1632732	1632.732		
6	189.5373925	X6_1632800	X6	1632800	1632.8		
6	189.5373926	X6_1632835	X6	1632835	1632.835		
6	189.5373927	X6_1632837	X6	1632837	1632.837		
6	189.5373928	X6_1632847	X6	1632847	1632.847		
6	189.5373929	X6_1632864	X6	1632864	1632.864		
6	189.537393	X6_1632865	X6	1632865	1632.865		
6	189.5373931	X6_1632917	X6	1632917	1632.917		
6	189.5373932	X6_1633273	X6	1633273	1633.273		
6	189.5373933	X6_1633275	X6	1633275	1633.275		
6	189.5373934	X6_1633361	X6	1633361	1633.361		
6	189.5373935	X6_1633388	X6	1633388	1633.388		
6	189.5373936	X6_1633400	X6	1633400	1633.4		
6	189.5373937	X6_1633430	X6	1633430	1633.43		
6	189.5373938	X6_1634470	X6	1634470	1634.47		
6	189.5373939	X6_1634475	X6	1634475	1634.475		
6	189.9106173	X6_1634571	X6	1634571	1634.571		
6	189.9106174	X6_1634586	X6	1634586	1634.586		
6	189.9106175	X6_1634600	X6	1634600	1634.6		
6	189.9106176	X6_1634613	X6	1634613	1634.613		
6	190.283841	X6_1634791	X6	1634791	1634.791		
6	190.2838411	X6_1634915	X6	1634915	1634.915		
6	190.2838412	X6_1634964	X6	1634964	1634.964		
6	190.2838413	X6_1634967	X6	1634967	1634.967		
6	190.2838414	X6_1634970	X6	1634970	1634.97		
6	190.2838415	X6_1634973	X6	1634973	1634.973		
6	190.2838416	X6_1634979	X6	1634979	1634.979		
6	190.2838417	X6_1634981	X6	1634981	1634.981		
6	190.2838418	X6_1634987	X6	1634987	1634.987		
6	190.2838419	X6_1635054	X6	1635054	1635.054		
6	190.283842	X6_1635120	X6	1635120	1635.12		
6	190.2838421	X6_1635123	X6	1635123	1635.123		
6	190.2838422	X6_1635141	X6	1635141	1635.141		
6	190.2838423	X6_1635214	X6	1635214	1635.214		
6	190.2838424	X6_1635458	X6	1635458	1635.458		
6	190.2838425	X6_1635476	X6	1635476	1635.476		
6	190.2838426	X6_1635494	X6	1635494	1635.494		
6	190.2838427	X6_1635527	X6	1635527	1635.527		
6	190.2838428	X6_1635537	X6	1635537	1635.537		
6	190.2838429	X6_1635542	X6	1635542	1635.542		
6	190.283843	X6_1635544	X6	1635544	1635.544		
6	190.2838431	X6_1635659	X6	1635659	1635.659		
6	190.2838432	X6_1638763	X6	1638763	1638.763		
6	190.2838433	X6_1639009	X6	1639009	1639.009		
6	190.2838434	X6_1647808	X6	1647808	1647.808		
6	190.2838435	X6_1647911	X6	1647911	1647.911		
6	190.6569796	X6_1648614	X6	1648614	1648.614		
6	190.6569797	X6_1648666	X6	1648666	1648.666		
6	190.6569798	X6_1648685	X6	1648685	1648.685		
6	190.6569799	X6_1649247	X6	1649247	1649.247		
6	190.65698	X6_1649355	X6	1649355	1649.355		
6	190.6569801	X6_1649365	X6	1649365	1649.365		
6	190.6569802	X6_1649367	X6	1649367	1649.367		
6	190.6569803	X6_1649421	X6	1649421	1649.421		
6	190.6569804	X6_1649464	X6	1649464	1649.464		
6	190.6569805	X6_1649494	X6	1649494	1649.494		
6	190.6569806	X6_1649645	X6	1649645	1649.645		
6	191.4912792	X6_1668524	X6	1668524	1668.524		
6	191.4912793	X6_1668527	X6	1668527	1668.527		
6	191.7544468	X6_1668656	X6	1668656	1668.656		
6	191.7544469	X6_1668665	X6	1668665	1668.665		
6	191.754447	X6_1668686	X6	1668686	1668.686		
6	191.7544471	X6_1668695	X6	1668695	1668.695		
6	191.7544472	X6_1668704	X6	1668704	1668.704		
6	192.5029956	X6_1668719	X6	1668719	1668.719		
6	192.5029957	X6_1668725	X6	1668725	1668.725		
6	192.5029958	X6_1668737	X6	1668737	1668.737		
6	192.5029959	X6_1668749	X6	1668749	1668.749		
6	192.502996	X6_1668764	X6	1668764	1668.764		
6	192.5029961	X6_1668791	X6	1668791	1668.791		
6	192.5029962	X6_1668804	X6	1668804	1668.804		
6	192.5029963	X6_1668806	X6	1668806	1668.806		
6	192.5029964	X6_1668812	X6	1668812	1668.812		
6	192.5029965	X6_1668821	X6	1668821	1668.821		
6	192.5029966	X6_1669236	X6	1669236	1669.236		
6	192.5029967	X6_1669291	X6	1669291	1669.291		
6	192.5029968	X6_1669293	X6	1669293	1669.293		
6	192.5029969	X6_1669295	X6	1669295	1669.295		
6	192.502997	X6_1669308	X6	1669308	1669.308		
6	192.5029971	X6_1669309	X6	1669309	1669.309		
6	192.8762899	X6_1669351	X6	1669351	1669.351		
6	192.87629	X6_1669367	X6	1669367	1669.367		
6	192.8762901	X6_1669368	X6	1669368	1669.368		
6	193.6255157	X6_1696736	X6	1696736	1696.736		
6	193.6255158	X6_1696749	X6	1696749	1696.749		
6	193.6255159	X6_1696770	X6	1696770	1696.77		
6	193.625516	X6_1696819	X6	1696819	1696.819		
6	193.6255161	X6_1696852	X6	1696852	1696.852		
6	193.6255162	X6_1696895	X6	1696895	1696.895		
6	193.6255163	X6_1697411	X6	1697411	1697.411		
6	193.6255164	X6_1697415	X6	1697415	1697.415		
6	193.6255165	X6_1697910	X6	1697910	1697.91		
6	193.6255166	X6_1697921	X6	1697921	1697.921		
6	193.6255167	X6_1697962	X6	1697962	1697.962		
6	193.6255168	X6_1697965	X6	1697965	1697.965		
6	193.6255169	X6_1697966	X6	1697966	1697.966		
6	193.625517	X6_1697971	X6	1697971	1697.971		
6	193.6255171	X6_1697986	X6	1697986	1697.986		
6	193.6255172	X6_1697994	X6	1697994	1697.994		
6	193.6255173	X6_1697999	X6	1697999	1697.999		
6	193.6255174	X6_1698006	X6	1698006	1698.006		
6	193.6255175	X6_1698007	X6	1698007	1698.007		
6	193.6255176	X6_1698010	X6	1698010	1698.01		
6	193.6255177	X6_1698139	X6	1698139	1698.139		
6	193.6255178	X6_1698155	X6	1698155	1698.155		
6	193.6255179	X6_1698162	X6	1698162	1698.162		
6	193.625518	X6_1698171	X6	1698171	1698.171		
6	193.6255181	X6_1698207	X6	1698207	1698.207		
6	193.998723	X6_1698230	X6	1698230	1698.23		
6	193.9987231	X6_1698235	X6	1698235	1698.235		
6	193.9987232	X6_1698250	X6	1698250	1698.25		
6	193.9987233	X6_1698294	X6	1698294	1698.294		
6	194.3724322	X6_1698416	X6	1698416	1698.416		
6	194.3724323	X6_1698429	X6	1698429	1698.429		
6	194.3724324	X6_1698434	X6	1698434	1698.434		
6	194.3724325	X6_1698458	X6	1698458	1698.458		
6	194.3724326	X6_1698459	X6	1698459	1698.459		
6	194.3724327	X6_1698460	X6	1698460	1698.46		
6	194.3724328	X6_1698518	X6	1698518	1698.518		
6	196.6541493	X6_1714788	X6	1714788	1714.788		
6	196.6541494	X6_1720108	X6	1720108	1720.108		
6	196.6541495	X6_1720692	X6	1720692	1720.692		
6	196.6541496	X6_1722347	X6	1722347	1722.347		
6	196.6541497	X6_1722833	X6	1722833	1722.833		
6	196.6541498	X6_1725727	X6	1725727	1725.727		
6	196.6541499	X6_1725882	X6	1725882	1725.882		
6	196.65415	X6_1726324	X6	1726324	1726.324		
6	196.6541501	X6_1726329	X6	1726329	1726.329		
6	196.6541502	X6_1726696	X6	1726696	1726.696		
6	196.6541503	X6_1726818	X6	1726818	1726.818		
6	196.6541504	X6_1726904	X6	1726904	1726.904		
6	196.6541505	X6_1727046	X6	1727046	1727.046		
6	196.6541506	X6_1727149	X6	1727149	1727.149		
6	197.4032917	X6_1736177	X6	1736177	1736.177		
6	197.4032918	X6_1736205	X6	1736205	1736.205		
6	197.4032919	X6_1736212	X6	1736212	1736.212		
6	197.403292	X6_1736244	X6	1736244	1736.244		
6	197.4032921	X6_1736247	X6	1736247	1736.247		
6	197.4032922	X6_1736248	X6	1736248	1736.248		
6	197.7764912	X6_1740398	X6	1740398	1740.398		
6	197.7764913	X6_1740996	X6	1740996	1740.996		
6	197.7764914	X6_1741279	X6	1741279	1741.279		
6	197.7764915	X6_1747022	X6	1747022	1747.022		
6	197.7764916	X6_1747435	X6	1747435	1747.435		
6	197.7764917	X6_1747532	X6	1747532	1747.532		
6	197.7764918	X6_1747739	X6	1747739	1747.739		
6	197.7764919	X6_1747757	X6	1747757	1747.757		
6	197.776492	X6_1747899	X6	1747899	1747.899		
6	197.7764921	X6_1749366	X6	1749366	1749.366		
6	197.7764922	X6_1749434	X6	1749434	1749.434		
6	197.7764923	X6_1749468	X6	1749468	1749.468		
6	197.7764924	X6_1749574	X6	1749574	1749.574		
6	197.7764925	X6_1750013	X6	1750013	1750.013		
6	197.7764926	X6_1750031	X6	1750031	1750.031		
6	197.7764927	X6_1750103	X6	1750103	1750.103		
6	197.7764928	X6_1750124	X6	1750124	1750.124		
6	197.7764929	X6_1750175	X6	1750175	1750.175		
6	197.776493	X6_1760687	X6	1760687	1760.687		
6	197.7764931	X6_1760697	X6	1760697	1760.697		
6	197.7764932	X6_1760752	X6	1760752	1760.752		
6	197.7764933	X6_1760777	X6	1760777	1760.777		
6	197.7764934	X6_1760794	X6	1760794	1760.794		
6	197.7764935	X6_1760795	X6	1760795	1760.795		
6	197.7764936	X6_1760817	X6	1760817	1760.817		
6	197.7764937	X6_1760821	X6	1760821	1760.821		
6	197.7764938	X6_1760826	X6	1760826	1760.826		
6	197.7764939	X6_1760829	X6	1760829	1760.829		
6	197.776494	X6_1760845	X6	1760845	1760.845		
6	197.7764941	X6_1760849	X6	1760849	1760.849		
6	197.7764942	X6_1760854	X6	1760854	1760.854		
6	197.7764943	X6_1760856	X6	1760856	1760.856		
6	197.7764944	X6_1760859	X6	1760859	1760.859		
6	197.7764945	X6_1760880	X6	1760880	1760.88		
6	197.7764946	X6_1760890	X6	1760890	1760.89		
6	197.7764947	X6_1760929	X6	1760929	1760.929		
6	197.7764948	X6_1761026	X6	1761026	1761.026		
6	197.7764949	X6_1761071	X6	1761071	1761.071		
6	197.776495	X6_1761073	X6	1761073	1761.073		
6	197.7764951	X6_1761153	X6	1761153	1761.153		
6	197.7764952	X6_1761157	X6	1761157	1761.157		
6	197.7764953	X6_1761167	X6	1761167	1761.167		
6	197.7764954	X6_1761395	X6	1761395	1761.395		
6	197.7764955	X6_1761400	X6	1761400	1761.4		
6	197.7764956	X6_1761408	X6	1761408	1761.408		
6	197.7764957	X6_1761409	X6	1761409	1761.409		
6	197.7764958	X6_1761412	X6	1761412	1761.412		
6	197.7764959	X6_1761443	X6	1761443	1761.443		
6	197.776496	X6_1761571	X6	1761571	1761.571		
6	197.7764961	X6_1761573	X6	1761573	1761.573		
6	197.7764962	X6_1761579	X6	1761579	1761.579		
6	197.7764963	X6_1761982	X6	1761982	1761.982		
6	197.7764964	X6_1761985	X6	1761985	1761.985		
6	197.7764965	X6_1761997	X6	1761997	1761.997		
6	197.7764966	X6_1762003	X6	1762003	1762.003		
6	197.7764967	X6_1762006	X6	1762006	1762.006		
6	197.7764968	X6_1762018	X6	1762018	1762.018		
6	197.7764969	X6_1762021	X6	1762021	1762.021		
6	197.776497	X6_1762033	X6	1762033	1762.033		
6	197.7764971	X6_1762228	X6	1762228	1762.228		
6	197.7764972	X6_1762279	X6	1762279	1762.279		
6	197.7764973	X6_1762489	X6	1762489	1762.489		
6	197.7764974	X6_1762504	X6	1762504	1762.504		
6	197.7764975	X6_1762582	X6	1762582	1762.582		
6	197.7764976	X6_1762654	X6	1762654	1762.654		
6	197.7764977	X6_1762663	X6	1762663	1762.663		
6	197.7764978	X6_1762729	X6	1762729	1762.729		
6	197.7764979	X6_1762753	X6	1762753	1762.753		
6	197.776498	X6_1767543	X6	1767543	1767.543		
6	197.7764981	X6_1767582	X6	1767582	1767.582		
6	198.1496224	X6_1767636	X6	1767636	1767.636		
6	198.1496225	X6_1767640	X6	1767640	1767.64		
6	198.1496226	X6_1767663	X6	1767663	1767.663		
6	198.1496227	X6_1770150	X6	1770150	1770.15		
6	198.1496228	X6_1771991	X6	1771991	1771.991		
6	198.1496229	X6_1772114	X6	1772114	1772.114		
6	198.149623	X6_1772124	X6	1772124	1772.124		
6	198.1496231	X6_1772135	X6	1772135	1772.135		
6	198.522747	X6_1772375	X6	1772375	1772.375		
6	198.5227471	X6_1772408	X6	1772408	1772.408		
6	198.5227472	X6_1772456	X6	1772456	1772.456		
6	198.5227473	X6_1772477	X6	1772477	1772.477		
6	198.5227474	X6_1772510	X6	1772510	1772.51		
6	198.5227475	X6_1772902	X6	1772902	1772.902		
6	198.5227476	X6_1776231	X6	1776231	1776.231		
6	198.5227477	X6_1776232	X6	1776232	1776.232		
6	198.5227478	X6_1776267	X6	1776267	1776.267		
6	198.5227479	X6_1776494	X6	1776494	1776.494		
6	198.522748	X6_1786249	X6	1786249	1786.249		
6	198.5227481	X6_1790799	X6	1790799	1790.799		
6	198.5227482	X6_1808858	X6	1808858	1808.858		
6	198.8967649	X6_1809436	X6	1809436	1809.436		
6	198.896765	X6_1809451	X6	1809451	1809.451		
6	198.8967651	X6_1809459	X6	1809459	1809.459		
6	199.899786	X6_1813875	X6	1813875	1813.875		
6	199.8997861	X6_1813876	X6	1813876	1813.876		
6	199.8997862	X6_1813878	X6	1813878	1813.878		
6	199.8997863	X6_1813882	X6	1813882	1813.882		
6	199.8997864	X6_1813888	X6	1813888	1813.888		
6	200.3976453	X6_1814489	X6	1814489	1814.489		
6	200.3976454	X6_1814515	X6	1814515	1814.515		
6	200.3976455	X6_1814522	X6	1814522	1814.522		
6	200.3976456	X6_1814532	X6	1814532	1814.532		
6	200.3976457	X6_1814541	X6	1814541	1814.541		
6	200.3976458	X6_1814542	X6	1814542	1814.542		
6	200.3976459	X6_1814555	X6	1814555	1814.555		
6	200.397646	X6_1814556	X6	1814556	1814.556		
6	200.3976461	X6_1814558	X6	1814558	1814.558		
6	200.3976462	X6_1814589	X6	1814589	1814.589		
6	200.3976463	X6_1814617	X6	1814617	1814.617		
6	200.3976464	X6_1814651	X6	1814651	1814.651		
6	201.1467613	X6_1817407	X6	1817407	1817.407		
6	201.1467614	X6_1817473	X6	1817473	1817.473		
6	201.1467615	X6_1817507	X6	1817507	1817.507		
6	201.5199936	X6_1817524	X6	1817524	1817.524		
6	201.5199937	X6_1817545	X6	1817545	1817.545		
6	201.5199938	X6_1817552	X6	1817552	1817.552		
6	201.5199939	X6_1817557	X6	1817557	1817.557		
6	201.519994	X6_1817558	X6	1817558	1817.558		
6	201.5199941	X6_1817559	X6	1817559	1817.559		
6	201.5199942	X6_1817568	X6	1817568	1817.568		
6	201.8932508	X6_1818065	X6	1818065	1818.065		
6	201.8932509	X6_1818072	X6	1818072	1818.072		
6	201.893251	X6_1818074	X6	1818074	1818.074		
6	201.8932511	X6_1818110	X6	1818110	1818.11		
6	201.8932512	X6_1818128	X6	1818128	1818.128		
6	201.8932513	X6_1818200	X6	1818200	1818.2		
6	201.8932514	X6_1818203	X6	1818203	1818.203		
6	201.8932515	X6_1818206	X6	1818206	1818.206		
6	201.8932516	X6_1818215	X6	1818215	1818.215		
6	201.8932517	X6_1818233	X6	1818233	1818.233		
6	201.8932518	X6_1818239	X6	1818239	1818.239		
6	202.2667063	X6_1821862	X6	1821862	1821.862		
6	202.2667064	X6_1821865	X6	1821865	1821.865		
6	202.2667065	X6_1821868	X6	1821868	1821.868		
6	202.2667066	X6_1821872	X6	1821872	1821.872		
6	202.2667067	X6_1821874	X6	1821874	1821.874		
6	202.2667068	X6_1821877	X6	1821877	1821.877		
6	202.6401403	X6_1821895	X6	1821895	1821.895		
6	202.6401404	X6_1821916	X6	1821916	1821.916		
6	202.6401405	X6_1821934	X6	1821934	1821.934		
6	202.6401406	X6_1821943	X6	1821943	1821.943		
6	202.6401407	X6_1821982	X6	1821982	1821.982		
6	202.6401408	X6_1822280	X6	1822280	1822.28		
6	202.6401409	X6_1822286	X6	1822286	1822.286		
6	202.640141	X6_1822307	X6	1822307	1822.307		
6	202.6401411	X6_1822321	X6	1822321	1822.321		
6	203.0101611	X6_1822377	X6	1822377	1822.377		
6	203.0101612	X6_1822378	X6	1822378	1822.378		
6	203.0101613	X6_1822412	X6	1822412	1822.412		
6	203.0101614	X6_1822426	X6	1822426	1822.426		
6	203.0101615	X6_1822427	X6	1822427	1822.427		
6	203.0101616	X6_1822433	X6	1822433	1822.433		
6	203.3801812	X6_1822990	X6	1822990	1822.99		
6	203.3801813	X6_1823268	X6	1823268	1823.268		
6	203.3801814	X6_1823364	X6	1823364	1823.364		
6	203.3801815	X6_1823394	X6	1823394	1823.394		
6	203.3801816	X6_1823406	X6	1823406	1823.406		
6	203.3801817	X6_1823536	X6	1823536	1823.536		
6	203.3801818	X6_1823588	X6	1823588	1823.588		
6	203.7545944	X6_1826060	X6	1826060	1826.06		
6	203.7545945	X6_1826890	X6	1826890	1826.89		
6	204.3150576	X6_1840707	X6	1840707	1840.707		
6	204.3150577	X6_1840724	X6	1840724	1840.724		
6	204.3150578	X6_1840725	X6	1840725	1840.725		
6	204.3150579	X6_1840726	X6	1840726	1840.726		
6	204.8773971	X6_1840747	X6	1840747	1840.747		
6	204.8773972	X6_1840761	X6	1840761	1840.761		
6	204.8773973	X6_1840771	X6	1840771	1840.771		
6	204.8773974	X6_1840773	X6	1840773	1840.773		
6	204.8773975	X6_1840778	X6	1840778	1840.778		
6	205.2514032	X6_1840857	X6	1840857	1840.857		
6	205.2514033	X6_1840926	X6	1840926	1840.926		
6	205.2514034	X6_1840932	X6	1840932	1840.932		
6	205.2514035	X6_1840935	X6	1840935	1840.935		
6	205.2514036	X6_1841076	X6	1841076	1841.076		
6	205.2514037	X6_1841334	X6	1841334	1841.334		
6	205.2514038	X6_1841337	X6	1841337	1841.337		
6	205.2514039	X6_1841346	X6	1841346	1841.346		
6	205.251404	X6_1841349	X6	1841349	1841.349		
6	205.2514041	X6_1841355	X6	1841355	1841.355		
6	205.2514042	X6_1841358	X6	1841358	1841.358		
6	205.2514043	X6_1841364	X6	1841364	1841.364		
6	205.2514044	X6_1841373	X6	1841373	1841.373		
6	205.2514045	X6_1841658	X6	1841658	1841.658		
6	205.2514046	X6_1841700	X6	1841700	1841.7		
6	205.2514047	X6_1842021	X6	1842021	1842.021		
6	205.2514048	X6_1844709	X6	1844709	1844.709		
6	226.2604765	X6_1851437	X6	1851437	1851.437		
6	226.2604766	X6_1851439	X6	1851439	1851.439		
6	243.2588903	X6_1851722	X6	1851722	1851.722		
6	243.2588904	X6_1851724	X6	1851724	1851.724		
6	250.3004263	X6_1856895	X6	1856895	1856.895		
6	250.3004264	X6_1857368	X6	1857368	1857.368		
6	250.3004265	X6_1857478	X6	1857478	1857.478		
6	250.3004266	X6_1857675	X6	1857675	1857.675		
6	250.3004267	X6_1868063	X6	1868063	1868.063		
6	250.3004268	X6_1872866	X6	1872866	1872.866		
6	250.3004269	X6_1883801	X6	1883801	1883.801		
6	250.300427	X6_1906577	X6	1906577	1906.577		
6	250.3004271	X6_1906597	X6	1906597	1906.597		
6	250.3004272	X6_1907284	X6	1907284	1907.284		
6	250.3004273	X6_1907384	X6	1907384	1907.384		
6	250.3004274	X6_1907409	X6	1907409	1907.409		
6	250.3004275	X6_1907526	X6	1907526	1907.526		
6	250.3004276	X6_1949862	X6	1949862	1949.862		
6	250.3004277	X6_1965877	X6	1965877	1965.877		
6	250.3004278	X6_1966160	X6	1966160	1966.16		
6	250.3004279	X6_1966183	X6	1966183	1966.183		
6	250.300428	X6_1966238	X6	1966238	1966.238		
6	250.3004281	X6_1966241	X6	1966241	1966.241		
6	250.3004282	X6_1966255	X6	1966255	1966.255		
6	250.3004283	X6_1966655	X6	1966655	1966.655		
6	250.3004284	X6_1966675	X6	1966675	1966.675		
6	250.3004285	X6_1966696	X6	1966696	1966.696		
6	250.3004286	X6_1966719	X6	1966719	1966.719		
6	250.3004287	X6_1966766	X6	1966766	1966.766		
6	250.3004288	X6_1966776	X6	1966776	1966.776		
6	250.3004289	X6_1966823	X6	1966823	1966.823		
6	250.300429	X6_1966879	X6	1966879	1966.879		
6	250.3004291	X6_1966887	X6	1966887	1966.887		
6	250.3004292	X6_1966925	X6	1966925	1966.925		
6	250.3004293	X6_1980940	X6	1980940	1980.94		
6	250.3004294	X6_1980941	X6	1980941	1980.941		
6	250.3004295	X6_1980953	X6	1980953	1980.953		
6	250.3004296	X6_1980974	X6	1980974	1980.974		
6	250.3004297	X6_1980979	X6	1980979	1980.979		
6	250.3004298	X6_1981003	X6	1981003	1981.003		
